motif,mean_importance,abs_mean_importance,mean_abs_importance,std_importance
M4982-1.02,0.001623729209176248,0.001623729209176248,0.0025934212846551096,0.010995081335138324
M2005-1.02,0.0016027868700008924,0.0016027868700008924,0.0019269888527748196,0.015327076948032623
M4983-1.02,0.0014330661112319893,0.0014330661112319893,0.0040936960817297115,0.013038764425617787
M5222-1.02,0.0013584021191754797,0.0013584021191754797,0.0013584021191754797,0.013515930431186126
M2061-1.02,0.0013463443359076593,0.0013463443359076593,0.0016367817911464167,0.006149800713763418
M1986-1.02,0.001328120201757789,0.001328120201757789,0.0013945846479062193,0.013552659416303736
M4997-1.02,0.0012404843536307367,0.0012404843536307367,0.001595555659346479,0.012115155408000641
M2263-1.02,-0.0011043584324482217,0.0011043584324482217,0.00614714190069669,0.014955261237063061
M4739-1.02,0.0010792600490772302,0.0010792600490772302,0.0010792600490772302,0.008427956245924951
M6186-1.02,0.0010060854517518671,0.0010060854517518671,0.0011607822293955177,0.006298486241984281
M2325-1.02,-0.0009836803436178215,0.0009836803436178215,0.0027253635458238316,0.008237173059564765
M4669-1.02,0.0009041526323852372,0.0009041526323852372,0.0009041526323852372,0.008996205104501914
M4860-1.02,-0.0008714251554846487,0.0008714251554846487,0.0008714251554846487,0.0043512233443106715
M5283-1.02,0.0008681035013792651,0.0008681035013792651,0.0010015681000310128,0.007905539266933055
M5185-1.02,0.0008668441136981471,0.0008668441136981471,0.001249680723639874,0.008380476466971308
M4842-1.02,-0.0007790872326143292,0.0007790872326143292,0.000808822682414389,0.0052388813139608095
M4783-1.02,-0.0007612681393314906,0.0007612681393314906,0.0009947724904258324,0.004037237155442226
M4675-1.02,-0.0007286070191005401,0.0007286070191005401,0.005741351256488902,0.015293725616128613
M5101-1.02,-0.0007126100879944558,0.0007126100879944558,0.001009782071784181,0.0068631536072483465
M6501-1.02,-0.0006948084619916598,0.0006948084619916598,0.0006948084619916598,0.003581284482094643
M5247-1.02,0.0006717277200451569,0.0006717277200451569,0.0021280922175729135,0.008271247970072159
M4676-1.02,-0.0006682663164322054,0.0006682663164322054,0.0009624577712723881,0.008258248100435475
M1850-1.02,0.0006586829208335304,0.0006586829208335304,0.0007123813768949805,0.004449820261071174
M5011-1.02,0.0006568976218965884,0.0006568976218965884,0.0008869472507628495,0.00541501172854426
M4826-1.02,-0.0006257684753362497,0.0006257684753362497,0.0006257684753362497,0.003185108774613823
M4817-1.02,-0.0006232498773906966,0.0006232498773906966,0.001022348788847527,0.003796705582901352
M4677-1.02,-0.0006130595292986853,0.0006130595292986853,0.0020438470435370387,0.006575607780157008
M5167-1.02,0.000587985705535644,0.000587985705535644,0.0016789737314996142,0.007746029620304183
M6277-1.02,0.0005494990237108438,0.0005494990237108438,0.0007615026812427729,0.006108769296715907
M4952-1.02,-0.0005407140861606603,0.0005407140861606603,0.0005471619505352836,0.004350818315757941
M2031-1.02,-0.0005334141407900123,0.0005334141407900123,0.0007207535370921876,0.003389947360988012
M5064-1.02,-0.0005327900253248943,0.0005327900253248943,0.0011596703364071335,0.005865574113254138
M5147-1.02,-0.0005067908319969943,0.0005067908319969943,0.002613251091275191,0.008539586069686545
M4767-1.02,0.0005060939123403981,0.0005060939123403981,0.0007400891101470527,0.005926559868162191
M5203-1.02,0.0005016562513875868,0.0005016562513875868,0.0011578721286607746,0.006338073397167763
M1890-1.02,0.0005007674168039614,0.0005007674168039614,0.0005193749627171892,0.005076923268650736
M2016-1.02,0.0004968373706446117,0.0004968373706446117,0.001153005655763533,0.006173079790704831
M4996-1.02,-0.0004889752540547605,0.0004889752540547605,0.0004889752540547605,0.0028691307438916142
M4911-1.02,0.0004884319731961934,0.0004884319731961934,0.0004884319731961934,0.004859836772114098
M1103-1.02,0.00048456575814410864,0.00048456575814410864,0.0005143478317824826,0.004973236303182275
M5227-1.02,-0.00048203185073259327,0.00048203185073259327,0.0009240628333016163,0.004682755175417866
M4745-1.02,-0.0004799295172732557,0.0004799295172732557,0.001156184884119483,0.005673437100584664
M5039-1.02,0.0004752352903014332,0.0004752352903014332,0.0005630958618502884,0.005188489949676355
M4896-1.02,0.00046361790052260586,0.00046361790052260586,0.00046361790052260586,0.00461293986637739
M4757-1.02,-0.0004605065956688408,0.0004605065956688408,0.0004605065956688408,0.0032382110533141044
M4708-1.02,0.00044551057889646487,0.00044551057889646487,0.0010206731988240967,0.004933259336200781
M4889-1.02,0.0004423153365629366,0.0004423153365629366,0.0004423153365629366,0.004400982031197083
M4674-1.02,-0.00044131105655065896,0.00044131105655065896,0.00044131105655065896,0.0026191505779229766
M2038-1.02,-0.00041379700575782654,0.00041379700575782654,0.00041379700575782654,0.0023886185247418866
M0737-1.02,0.00041249548897035414,0.00041249548897035414,0.0005836477652182807,0.0031167886704792733
M5103-1.02,-0.0003998537819070025,0.0003998537819070025,0.0003998537819070025,0.003718827911892721
M4914-1.02,0.0003812189674662696,0.0003812189674662696,0.0003812189674662696,0.0032710320406324532
M1471-1.02,-0.00038067992824590406,0.00038067992824590406,0.00038067992824590406,0.0035673523534283315
M5065-1.02,-0.00037668208886565755,0.00037668208886565755,0.0007287493958654448,0.0047058230890634125
M2328-1.02,-0.00037137636894296876,0.00037137636894296876,0.00037137636894296876,0.00260667873374533
M5060-1.02,-0.00036920820802711945,0.00036920820802711945,0.002265801691037584,0.007425053349062581
M4971-1.02,0.00036130475074593326,0.00036130475074593326,0.00036130475074593326,0.002340339701521215
M5263-1.02,0.0003540853447695741,0.0003540853447695741,0.0003540853447695741,0.0023980711077833125
M2059-1.02,0.00035389028805637215,0.00035389028805637215,0.0005046912256290428,0.003502362125868109
M6166-1.02,0.0003524563872440595,0.0003524563872440595,0.0003524563872440595,0.0028776040780357027
M4725-1.02,-0.00035038566332853467,0.00035038566332853467,0.00035038566332853467,0.0028970376881361413
M5099-1.02,0.00034726865535945786,0.00034726865535945786,0.00034726865535945786,0.003070387876101956
M2009-1.02,-0.0003457913161713179,0.0003457913161713179,0.0003457913161713179,0.002100060840362941
