motif,mean_importance,abs_mean_importance,mean_abs_importance,std_importance
M4982-1.02,-0.004036876973985063,0.004036876973985063,0.006816902351625023,0.022136977235552
M4929-1.02,0.0025671356742618997,0.0025671356742618997,0.0032390688077586914,0.020335909305010762
M5137-1.02,-0.002366504960645102,0.002366504960645102,0.002551383319242054,0.016244985350909392
M4876-1.02,-0.0020627558786122037,0.0020627558786122037,0.0020627558786122037,0.010357341588676646
M5025-1.02,0.0020199269383534726,0.0020199269383534726,0.0020199269383534726,0.02009801927534945
M5040-1.02,-0.001990968599078418,0.001990968599078418,0.002601107195753272,0.010889108434217991
M1469-1.02,0.0019604789721935165,0.0019604789721935165,0.002524931547714982,0.022518756143547394
M4985-1.02,-0.0017546083778922311,0.0017546083778922311,0.0017546083778922311,0.00895282697517616
M5207-1.02,0.0017398902002628222,0.0017398902002628222,0.0029352834465557033,0.012835940065680469
M2059-1.02,-0.0017056866546785636,0.0017056866546785636,0.003445512693500169,0.016348064140273726
M2328-1.02,-0.001693899433347334,0.001693899433347334,0.0021697793786426833,0.008394861363282439
M5147-1.02,-0.0016630032436794418,0.0016630032436794418,0.005695967571550612,0.019699724102948703
M4886-1.02,0.0016568581014730055,0.0016568581014730055,0.002677718928902239,0.013152546098397352
M4921-1.02,0.001620605354037386,0.001620605354037386,0.0017821979579531989,0.01695591938025851
M5059-1.02,-0.0016156554827509995,0.0016156554827509995,0.002471089314929352,0.014051131796958287
M1912-1.02,0.0013860130596433896,0.0013860130596433896,0.0013860130596433896,0.013790655820108782
M1106-1.02,0.0013522030740233772,0.0013522030740233772,0.0013522030740233772,0.008852172620778755
M1854-1.02,-0.0012764823566135577,0.0012764823566135577,0.0012764823566135577,0.012700839085187434
M5142-1.02,0.001240339783742638,0.001240339783742638,0.0030596931294267784,0.020245187069231937
M2038-1.02,0.0012256110501124354,0.0012256110501124354,0.0018564289214580284,0.008343308961451837
M0576-1.02,-0.0011894460760319824,0.0011894460760319824,0.0011894460760319824,0.011834839027675874
M4952-1.02,0.0011542964863062348,0.0011542964863062348,0.0016208544528157401,0.011400207260042934
M4953-1.02,0.001151764839466904,0.001151764839466904,0.0015876048153877955,0.010875184037642328
M1529-1.02,0.0011511162994681987,0.0011511162994681987,0.0017262651742676308,0.008836633193305972
M1946-1.02,0.0011285895423964307,0.0011285895423964307,0.0018535875091142736,0.015303638002198874
M5048-1.02,0.0011189250935959788,0.0011189250935959788,0.001447421129947895,0.01000702546631443
M5247-1.02,0.001104070726753346,0.001104070726753346,0.001104070726753346,0.005764809381345916
M4823-1.02,0.0010888290858871894,0.0010888290858871894,0.0010888290858871894,0.010833712616140374
M5079-1.02,-0.0010699907121607304,0.0010699907121607304,0.0017674043549457707,0.011460079579563591
M5179-1.02,-0.001062040369245509,0.001062040369245509,0.001062040369245509,0.01056716825099357
M4843-1.02,0.0010022262829938481,0.0010022262829938481,0.0010022262829938481,0.00775872616647484
M5211-1.02,-0.0009824445240613437,0.0009824445240613437,0.001723492470880744,0.011161592598131693
M0111-1.02,-0.0009780592978823359,0.0009780592978823359,0.0009780592978823359,0.008035320538159103
M5027-1.02,-0.0009735291521706666,0.0009735291521706666,0.0012302384797213386,0.009136938674384231
M0302-1.02,-0.0009654344119897115,0.0009654344119897115,0.0009654344119897115,0.0081925349615734
M4748-1.02,0.0009540100627282619,0.0009540100627282619,0.0017142912543895608,0.011163669895152491
M5272-1.02,-0.0009420042061232788,0.0009420042061232788,0.0009420042061232788,0.00937282350794257
M2058-1.02,-0.0009230620538908726,0.0009230620538908726,0.0009230620538908726,0.00918435147291253
M4924-1.02,-0.0009154723074749563,0.0009154723074749563,0.0009154723074749563,0.004930442886698328
M5167-1.02,-0.0009108920200632257,0.0009108920200632257,0.0016371475519117332,0.007289016709812866
M4914-1.02,-0.0009095287273568777,0.0009095287273568777,0.0011634927488590246,0.007393567110280351
M1850-1.02,0.0008835509203660714,0.0008835509203660714,0.0008835509203660714,0.006977716749893311
M6459-1.02,-0.0008667121201571585,0.0008667121201571585,0.0008667121201571585,0.005284884031538414
M6501-1.02,-0.0008615765909788262,0.0008615765909788262,0.0008615765909788262,0.007661851039089726
M6186-1.02,0.000847189528567422,0.000847189528567422,0.0013115653692550705,0.008458889973068975
M5060-1.02,-0.0008435398483857088,0.0008435398483857088,0.0011008816754717056,0.005598304933425761
M2034-1.02,0.0008354395491341493,0.0008354395491341493,0.0008354395491341493,0.008312518558504973
M4783-1.02,0.0008294817602281308,0.0008294817602281308,0.002605365782736339,0.01162906117744826
M1623-1.02,0.0008150828398792195,0.0008150828398792195,0.0009580491783188737,0.00628487326257682
M2029-1.02,-0.0008039523895894385,0.0008039523895894385,0.0011638067122951442,0.00616329983926249
M0580-1.02,-0.0008013837162543686,0.0008013837162543686,0.0008013837162543686,0.005633650437920494
M4769-1.02,-0.0007943815985265161,0.0007943815985265161,0.0012104290706838807,0.006441015717577484
M1090-1.02,-0.0007898315791419369,0.0007898315791419369,0.0007898315791419369,0.005003580763792592
M1858-1.02,0.0007798334383256001,0.0007798334383256001,0.0008749753151789663,0.005818215549936835
M5189-1.02,0.0007744721073523995,0.0007744721073523995,0.0010169376442846275,0.005767881282972973
M4923-1.02,0.0007708354696143515,0.0007708354696143515,0.0007708354696143515,0.006067097961176405
M5213-1.02,0.0007605154309084199,0.0007605154309084199,0.000900685095384357,0.0052961053272815245
M4870-1.02,0.000758943536061836,0.000758943536061836,0.001220984223877568,0.00664797359895205
M5052-1.02,0.0007564768512868053,0.0007564768512868053,0.0010032098013643626,0.006521677924316869
M5221-1.02,-0.0007536452300093247,0.0007536452300093247,0.0007536452300093247,0.005619777175050725
M4865-1.02,0.0007512443772640493,0.0007512443772640493,0.0007512443772640493,0.005629418071030331
M4677-1.02,-0.0007425578417546444,0.0007425578417546444,0.0007425578417546444,0.005213638610023924
M4745-1.02,0.000740214994334671,0.000740214994334671,0.000740214994334671,0.004237331174025194
M4809-1.02,0.0007284738352054205,0.0007284738352054205,0.0007284738352054205,0.005132583512533088
M5022-1.02,0.0007191856651019552,0.0007191856651019552,0.0012020889867558368,0.006235585979272002
M5104-1.02,-0.0007184822471500037,0.0007184822471500037,0.001001918745825424,0.005430616716289977
M2263-1.02,-0.0007141473907021769,0.0007141473907021769,0.00804636576186255,0.026678307654580357
M4882-1.02,0.0007137708569647705,0.0007137708569647705,0.0007137708569647705,0.004251711296464787
M2026-1.02,-0.0006955605542923694,0.0006955605542923694,0.0025958598933455528,0.010646437023007282
M4837-1.02,-0.0006940984192351637,0.0006940984192351637,0.0006940984192351637,0.0043659309362282074
M4708-1.02,-0.0006862887692649595,0.0006862887692649595,0.000775153876370977,0.005037900947040365
M4951-1.02,0.0006852928447721129,0.0006852928447721129,0.0008525794556196076,0.007704302322658969
M0713-1.02,0.0006771969699878992,0.0006771969699878992,0.0012187680186220985,0.007092908920986672
M6394-1.02,0.0006712788449268665,0.0006712788449268665,0.001496244881446964,0.007024001430642588
M4669-1.02,0.0006510824134763382,0.0006510824134763382,0.0006510824134763382,0.006478188219300148
M2043-1.02,-0.0006423260034106133,0.0006423260034106133,0.0007094381413987797,0.004407320323046707
M4803-1.02,-0.0006412680923606771,0.0006412680923606771,0.0006412680923606771,0.006380536957162014
M5265-1.02,0.0006407261725052695,0.0006407261725052695,0.002070865212384333,0.008402380605993546
M2037-1.02,-0.0006331781541031588,0.0006331781541031588,0.0006331781541031588,0.004859516848588917
M4787-1.02,0.0006304255152170102,0.0006304255152170102,0.0006400734274029724,0.0045095459597750825
M4974-1.02,0.0006203608825115294,0.0006203608825115294,0.002878510901548888,0.010947968245996578
